|Company|Origin|ReviewDate|CocoaPercent|CompanyLocation|BeanType|BroadBeanOrigin|Rating
912|K'ul|Bahia, Fazenda Camboa|2016|0.7|U.S.A.|Forastero|Brazil|3.75
913|Kyya|Uganda|2014|0.725|U.S.A.|Forastero|Uganda|2.5
914|Kyya|Hispaniola|2014|0.725|U.S.A.| |Dominican Republic|3.0
915|Kyya|Ecuador|2014|0.725|U.S.A.| |Ecuador|2.5
916|Kyya|Madagascar|2014|0.725|U.S.A.|Trinitario|Madagascar|3.0
917|L.A. Burdick (Felchlin)|Peru|2012|0.74|U.S.A.| |Peru|3.25
918|L.A. Burdick (Felchlin)|Brazil|2012|0.7|U.S.A.| |Brazil|4.0
919|L.A. Burdick (Felchlin)|Chuao|2012|0.68|U.S.A.|Trinitario|Venezuela|3.75
920|L.A. Burdick (Felchlin)|Quito|2011|0.74|U.S.A.| |Ecuador|3.75
921|L.A. Burdick (Felchlin)|Grenada|2010|0.75|U.S.A.|Trinitario|Grenada|3.25
922|L.A. Burdick (Felchlin)|Dominican Republic|2010|0.74|U.S.A.| |Dominican Republic|3.75
923|L.A. Burdick (Felchlin)|Venzuela|2010|0.71|U.S.A.| |Venezuela|3.0
924|L.A. Burdick (Felchlin)|Madagascar|2009|0.64|U.S.A.|Trinitario|Madagascar|3.5
925|L.A. Burdick (Felchlin)|Bolivian|2009|0.68|U.S.A.| |Bolivia|3.0
926|La Chocolaterie Nanairo|Lumas, 2015 Harvest, Batch 6, brown sugar|2016|0.7|Japan|Trinitario, Criollo|Peru|2.25
927|La Chocolaterie Nanairo|Lumas, 2015 Harvest, Batch 7|2016|0.7|Japan|Trinitario, Criollo|Peru|2.5
928|La Chocolaterie Nanairo|Tumbes, 2013 Harvest, Batch 8|2016|0.7|Japan|Criollo|Peru|3.0
929|La Chocolaterie Nanairo|Belize, 2014 Harvest, Batch 9|2016|0.7|Japan|Trinitario, Criollo|Belize|3.0
930|La Maison du Chocolat (Valrhona)|Cuana, 2013|2013|0.74|France| |Africa, Carribean, C. Am.|2.75
931|La Maison du Chocolat (Valrhona)|Tobago|2013|0.6|France| |Tobago|3.25
932|La Maison du Chocolat (Valrhona)|Acarigua, w/ nibs|2013|0.56|France| |Ecuador|3.25
933|La Maison du Chocolat (Valrhona)|Loma Sotavento|2012|0.66|France| |Dominican Republic|3.5
934|La Maison du Chocolat (Valrhona)|Grenada|2011|0.68|France|Trinitario|Grenada|3.5
935|La Maison du Chocolat (Valrhona)|Akosombo|2009|0.68|France|Forastero|Ghana|3.25
936|La Maison du Chocolat (Valrhona)|Porcelana, Pariguan|2009|0.69|France|Criollo (Porcelana)|Venezuela|3.5
937|La Maison du Chocolat (Valrhona)|Kuruba|2009|0.6|France| | |3.0
938|La Maison du Chocolat (Valrhona)|Orinoco|2009|0.6|France| | |3.75
939|La Maison du Chocolat (Valrhona)|Cuana, 2008|2008|0.74|France|Blend|Ven., Indonesia, Ecuad.|3.5
940|La Oroquidea|Peruvian Amazon|2011|0.72|Peru| |Peru|2.5
941|La Pepa de Oro|Vinces|2011|0.6|Ecuador| |Ecuador|3.25
942|Laia aka Chat-Noir|Madagascar, Batch 59/100|2015|0.75|France|Trinitario|Madagascar|2.75
943|Laia aka Chat-Noir|Vietnam, Batch 50/100|2015|0.75|France|Trinitario|Vietnam|2.75
944|Laia aka Chat-Noir|Cuba, Batch 59/100|2015|0.75|France| |Cuba|3.0
945|Laia aka Chat-Noir|Peru, Batch 51/100|2015|0.75|France| |Peru|3.25
946|Laia aka Chat-Noir|Ivory Coast, Batch 56/100|2015|0.75|France| |Ivory Coast|3.0
947|Laia aka Chat-Noir|Sao Tome, Batch 151|2015|0.75|France|Forastero|Sao Tome|3.5
948|Laia aka Chat-Noir|Bahia, Batch 148|2015|0.75|France| |Brazil|3.25
949|Laia aka Chat-Noir|Lam Dong, Batch 153|2015|0.75|France|Trinitario|Vietnam|3.75
950|Laia aka Chat-Noir|Cuba|2014|0.7|France| |Cuba|2.75
951|Laia aka Chat-Noir|Trinidad-Tobago|2014|0.68|France| |Trinidad-Tobago|2.75
952|Lajedo do Ouro|Catongo|2012|0.7|Brazil|Forastero (Catongo)|Brazil|3.5
953|Lake Champlain (Callebaut)|Tanzania|2009|0.75|U.S.A.| |Tanzania|2.5
954|L'Amourette|Rugoso|2016|0.8|U.S.A.|Trinitario|Nicaragua|3.5
955|L'Amourette|Carenero Superior|2012|0.75|U.S.A.|Trinitario|Venezuela|3.0
956|L'Amourette|Rio Caribe|2012|0.75|U.S.A.|Trinitario|Venezuela|3.0
957|L'Amourette|Blend|2012|0.72|U.S.A.|Criollo|Peru, Ecuador, Venezuela|3.0
958|Letterpress|La Masica, Batch 7, FHIA|2017|0.7|U.S.A.| |Honduras|3.5
959|Letterpress|Maya Mtn, Batch 18, Heirloom|2017|0.7|U.S.A.| |Belize|3.25
960|Letterpress|Liberia|2016|0.7|U.S.A.| |Liberia|3.25
961|Letterpress|Beniamo|2015|0.7|U.S.A.| |Bolivia|3.25
962|Letterpress|San Juan Estate, Gran Couva|2015|0.7|U.S.A.|Trinitario|Trinidad|3.5
963|Letterpress|San Andres|2015|0.7|U.S.A.| |Costa Rica|3.0
964|Letterpress|La Red, Guaconejo|2015|0.7|U.S.A.| |Dominican Republic|3.25
965|Letterpress|Kokoa Kamili|2015|0.7|U.S.A.| |Tanzania|3.5
966|Letterpress|Maranura|2014|0.7|U.S.A.|Forastero (Nacional)|Peru|3.5
967|Levy|Sambirano|2014|0.71|Finland|Criollo|Madagascar|3.5
968|Lilla|Madagascar|2016|0.7|Finland|Trinitario|Madagascar|3.0
969|Lillie Belle|Perfect Illusion|2012|0.65|U.S.A.|Criollo|Peru|3.5
970|Lillie Belle|Bolivia, Wild Thing|2012|0.68|U.S.A.|Criollo|Bolivia|3.5
971|Lillie Belle|La Selva|2012|0.68|U.S.A.| |Peru|3.75
972|Lillie Belle|Purple Haze|2012|0.75|U.S.A.| |Venezuela, Dom. Rep.|2.75
973|Lillie Belle|The Other One, Grand Cru|2012|0.74|U.S.A.| |Dominican Republic|3.0
974|Lillie Belle|Wild Thing|2012|0.68|U.S.A.|Criollo|Bolivia|3.5
975|Lindt & Sprungli|Excellence (US Version)|2007|0.85|Switzerland| | |3.0
976|Loiza|Puerto Rico|2013|0.65|Puerto Rico| |Puerto Rico|2.5
977|Lonohana|Haleiwa, O'ahu; Lonohana E., Kanahiku|2014|0.7|U.S.A.| |Hawaii|3.75
978|Lonohana|Haleiwa E, O'ahu, 2014|2014|0.65|U.S.A.| |Hawaii|3.25
979|Lonohana|Haleiwa E, O'ahu, 2014|2014|0.75|U.S.A.| |Hawaii|3.75
980|Lonohana|Opaeula Estate, O'ahu, Nene, CG Exclusive|2013|0.71|U.S.A.| |Hawaii|3.0
981|Lonohana|Opaeula Estate, O'ahu, Ele'ele|2013|0.72|U.S.A.| |Hawaii|3.0
982|Lonohana|Hawaiian Crown, Kona Vanilla|2013|0.7|U.S.A.| |Hawaii|3.5
983|Love Bar|Nicaragua|2015|0.75|U.S.A.| |Nicaragua|2.0
984|Luker|Selva|2010|0.46|Colombia| |Colombia, Ecuador|2.75
985|Luker|Macondo|2010|0.6|Colombia| |Colombia, Ecuador|3.0
986|Luker|Misterio|2010|0.58|Colombia| |Colombia, Ecuador|3.0
987|Luker|Santander|2010|0.65|Colombia| |Colombia|3.5
988|Machu Picchu Trading Co.|Peru|2011|0.7|Peru| |Peru|1.5
989|Machu Picchu Trading Co.|Peru|2010|0.55|Peru| |Peru|2.25
990|Madecasse (Cinagra)|Madagascar|2008|0.67|Madagascar|Trinitario|Madagascar|3.5
991|Madecasse (Cinagra)|Madagascar|2008|0.7|Madagascar|Trinitario|Madagascar|3.75
992|Madecasse (Cinagra)|Madagascar|2008|0.63|Madagascar|Trinitario|Madagascar|4.0
993|Madecasse (Cinagra)|Madagascar|2008|0.75|Madagascar|Trinitario|Madagascar|3.5
994|Madre|Guadalcanal|2017|0.73|U.S.A.| |Solomon Islands|3.5
995|Madre|Puerto Rico|2013|0.7|U.S.A.| |Puerto Rico|2.75
996|Madre|Brazil|2013|0.7|U.S.A.| |Brazil|3.5
997|Madre|Choobua, Kona|2013|0.7|U.S.A.| |Hawaii|2.75
998|Madre|Xocunusco, Chiapas, Pichucalco|2013|0.7|U.S.A.| |Mexico|2.75
999|Madre|Hamakua Coast, Kokoleka|2012|0.7|U.S.A.| |Hawaii|3.25
1000|Madre|Criollo, Hawaii|2012|0.7|U.S.A.|Criollo|Hawaii|3.25
1001|Madre|Kaua'i|2012|0.7|U.S.A.| |Hawaii|3.5
1002|Madre|Dominican|2011|0.7|U.S.A.| |Dominican Republic|2.5
1003|Madre|Upala|2011|0.7|U.S.A.| |Costa Rica|2.75
1004|Madre|Chiapas, Triple Cacao|2010|0.72|U.S.A.| |Mexico|2.75
1005|Maglio|Africa|2008|0.75|Italy| |Tanzania|2.0
1006|Maglio|Ecuador|2008|0.7|Italy|Forastero (Nacional)|Ecuador|3.0
1007|Maglio|Cuba|2008|0.7|Italy|Criollo|Cuba|3.25
1008|Maglio|Santo Domingo|2008|0.7|Italy|Blend-Forastero,Criollo|Dominican Republic|3.75
1009|Majani|Ecuador|2010|0.7|Italy| |Ecuador|2.0
1010|Malagasy (Chocolaterie Robert)|Sambirano 2006|2007|0.75|Madagascar|Trinitario|Madagascar|2.75
1011|Malagasy (Chocolaterie Robert)|Mora Mora 2006|2007|0.73|Madagascar|Trinitario|Madagascar|3.5
1012|Malagos|Davao, Mt. Talamo foothills|2013|0.65|Philippines|Trinitario|Philippines|3.5
1013|Malie Kai (Guittard)|O'ahu, N. Shore, Waialua Estate w/ nibs|2010|0.55|U.S.A.| |Hawaii|3.5
1014|Malie Kai (Guittard)|O'ahu, N. Shore, Waialua Estate|2009|0.55|U.S.A.|Blend|Hawaii|2.75
1015|Malmo|Chuao|2016|0.7|Sweden| |Venezuela|3.0
1016|Mana|Ecuador|2015|0.74|U.S.A.| |Ecuador|2.5
1017|Mana|Peru|2014|0.74|U.S.A.| |Peru|2.5
1018|Mana|Venezuela|2014|0.74|U.S.A.| |Venezuela|2.75
1019|Mana|Conacado|2012|0.74|U.S.A.| |Dominican Republic|3.75
1020|Manifesto Cacao|Colombia|2014|0.7|Colombia| |Colombia|2.75
1021|Manoa|Markham Valley|2015|0.72|U.S.A.| |Papua New Guinea|3.5
1022|Manoa|Coto Brus|2015|0.72|U.S.A.| |Costa Rica|3.75
1023|Manoa|Waiahole, O'ahu|2013|0.72|U.S.A.| |Hawaii|3.75
1024|Manoa|Liberia, #174|2012|0.72|U.S.A.| |Liberia|3.25
1025|Manoa|Hamakua, Hawaiian Crown, #176|2012|0.72|U.S.A.| |Hawaii|2.75
1026|Manoa|Piura|2012|0.72|U.S.A.| |Peru|3.0
1027|Manoa|Oahu, Winward, #151, Maunawili district|2012|0.72|U.S.A.| |Hawaii|3.25
1028|Manufaktura Czekolady|Johe|2016|0.7|Poland| |Nicaragua|3.75
1029|Manufaktura Czekolady|Peru|2016|0.7|Poland| |Peru|3.5
1030|Manufaktura Czekolady|Porcelana|2014|0.7|Poland|Criollo|Venezuela|3.75
1031|Manufaktura Czekolady|Kolumbia|2014|0.85|Poland| |Colombia|3.5
1032|Manufaktura Czekolady|Grand Cru Dominican Republic|2012|0.7|Poland| |Dominican Republic|3.25
1033|Manufaktura Czekolady|Grand Cru Ghana|2012|0.7|Poland|Forastero|Ghana|3.5
1034|Manufaktura Czekolady|Grand Cru Ecuador|2012|0.7|Poland| |Ecuador|3.25
1035|Map Chocolate|Ben Tre, Surprise Valley|2016|0.75|U.S.A.|Trinitario|Vietnam|3.25
1036|Map Chocolate|ROIG, 2014|2015|0.7|U.S.A.|Criollo, Trinitario|Dominican Republic|3.5
1037|Map Chocolate|Maranon, 2014|2015|0.62|U.S.A.|Forastero (Nacional)|Peru|3.5
1038|Map Chocolate|Ecuador|2015|0.7|U.S.A.|Trinitario|Ecuador|3.5
1039|Map Chocolate|San Juan Estate, Cherry Blossoms at Night|2015|0.7|U.S.A.|Trinitario|Trinidad|2.75
1040|Map Chocolate|A case of the Xerces Blues, triple roast|2015|0.7|U.S.A.| |Nicaragua|3.5
1041|Map Chocolate|Tumbes, Dear Mr. Finley, 2014|2015|0.68|U.S.A.|Criollo|Peru|3.5
1042|Map Chocolate|Colombia|2015|0.75|U.S.A.| |Colombia|2.75
1043|Map Chocolate|Kakoa Kamili, Both Man & Bird & Beast|2015|0.72|U.S.A.| |Tanzania|3.0
1044|Map Chocolate|Le Chocolat Chaud|2015|0.78|U.S.A.| |Honduras|3.5
1045|Marana|Piura|2016|0.7|Peru| |Peru|3.0
1046|Marana|Cusco|2016|0.7|Peru| |Peru|2.75
1047|Marana|San Martin|2016|0.7|Peru| |Peru|3.0
1048|Marigold's Finest|Cacao Nib Crunch|2016|0.75|Canada| | |3.25
1049|Marou|Tan Phu Dong Island, Heart of Darkness|2015|0.85|Vietnam|Trinitario|Vietnam|3.25
1050|Marou|Ben Tre|2015|0.68|Vietnam|Trinitario|Vietnam|3.5
1051|Marou|Dak Lak, Batch 2451|2015|0.7|Vietnam|Trinitario|Vietnam|3.75
1052|Marou|Tan Phu Dong, Treasure Island|2013|0.75|Vietnam|Trinitario|Vietnam|3.5
1053|Marou|Ba Ria|2012|0.76|Vietnam|Trinitario|Vietnam|3.5
1054|Marou|Dong Nai|2012|0.72|Vietnam|Trinitario|Vietnam|3.5
1055|Marou|Tien Giang, Gao Co-op|2012|0.7|Vietnam|Trinitario|Vietnam|3.5
1056|Marou|Ben Tre|2012|0.78|Vietnam|Trinitario|Vietnam|3.5
1057|Marou|Tien Giang|2012|0.8|Vietnam|Trinitario|Vietnam|3.0
1058|Marou|Lam Dong|2012|0.74|Vietnam|Trinitario|Vietnam|3.5
1059|Mars|Matina 1-6, prototype|2010|0.65|U.S.A.| |Costa Rica|3.0
1060|Mars|Ivory Coast|2010|0.65|U.S.A.| |Ivory Coast|3.0
1061|Mars|Nigeria|2010|0.65|U.S.A.| |Nigeria|3.25
1062|Mars|Ghana, prototype|2010|0.65|U.S.A.|Forastero|Ghana|3.5
1063|Marsatta|Dominican Republic|2013|0.74|U.S.A.| |Dominican Republic|2.25
1064|Marsatta|Dominican Republic|2013|0.89|U.S.A.| |Dominican Republic|2.5
1065|Martin Mayer|Alto Beni|2016|0.76|Austria| |Bolivia|2.75
1066|Martin Mayer|Pisa|2016|0.82|Austria| |Haiti|3.0
1067|Martin Mayer|Tumaco|2016|0.74|Austria| |Colombia|3.25
1068|Mast Brothers|Guatemala|2015|0.76|U.S.A.| |Guatemala|3.0
1069|Mast Brothers|Tanzania|2015|0.74|U.S.A.| |Tanzania|3.25
1070|Mast Brothers|French Laundry 20th Anniversary|2014|0.75|U.S.A.|Blend|Peru, Belize|3.75
1071|Mast Brothers|Shake Shack|2012|0.73|U.S.A.|Blend|Peru, Mad., Dom. Rep.|3.5
1072|Mast Brothers|Madagascar|2012|0.72|U.S.A.|Trinitario||2.5
1073|Mast Brothers|Chuao|2012|0.73|U.S.A.|Trinitario|Venezuela|2.75
1074|Mast Brothers|Brooklyn Blend|2011|0.72|U.S.A.| | |3.5
1075|Mast Brothers|Chuao, Med. Roast|2011|0.76|U.S.A.|Trinitario|Venezuela|3.0
1076|Mast Brothers|Chuao, Dark Roast|2011|0.7|U.S.A.|Trinitario|Venezuela|3.0
1077|Mast Brothers|Chuao, Light Roast|2011|0.81|U.S.A.|Trinitario|Venezuela|2.75
1078|Mast Brothers|Moho River|2011|0.7|U.S.A.|Trinitario|Belize|3.5
1079|Mast Brothers|Papua New Guinea|2011|0.71|U.S.A.| |Papua New Guinea|2.75
1080|Mast Brothers|San Martin|2011|0.75|U.S.A.| |Peru|3.0
1081|Mast Brothers|Conacado|2011|0.73|U.S.A.| |Dominican Republic|3.25
1082|Mast Brothers|La Red de Guanconejo, N. Highlands coop|2011|0.74|U.S.A.| |Dominican Republic|3.75
1083|Mast Brothers|Patanemo|2010|0.81|U.S.A.|Criollo|Venezuela|2.75
1084|Mast Brothers|Ocumare de la Costa|2010|0.75|U.S.A.| |Venezuela|3.0
1085|Mast Brothers|Dominican Republic, Coop|2010|0.7|U.S.A.| |Dominican Republic|3.25
1086|Matale|Malekula P., 2013|2013|0.72|Australia|Trinitario|Vanuatu|3.5
1087|Matale|Somia, 2013|2013|0.68|Australia|Trinitario|Madagascar|4.0
1088|Matale|Kulili P., 2013|2013|0.74|Australia|Trinitario|Papua New Guinea|4.0
1089|Matale|Blend|2013|0.7|Australia|Trinitario|PNG, Vanuatu, Mad|3.75
1090|Maverick|Maya Mountain|2014|0.7|U.S.A.|Trinitario|Belize|3.25
1091|Maverick|Elvesia|2014|0.7|U.S.A.| |Dominican Republic|3.25
1092|Maverick|Tumbes|2014|0.82|U.S.A.|Criollo|Peru|3.25
1093|Maverick|Morropon, Norandiono Coop, Piura|2014|0.63|U.S.A.|Criollo|Peru|3.5
1094|Mayacama|Hispaniola|2016|0.72|U.S.A.| |Dominican Republic|3.0
1095|Meadowlands|Bolivia|2014|0.7|U.S.A.| |Bolivia|2.5
1096|Meadowlands|Venezuela|2014|0.7|U.S.A.| |Venezuela|2.75
1097|Meadowlands|Belize|2014|0.7|U.S.A.|Trinitario|Belize|3.0
1098|Meadowlands|Nicaragua, w/ inbs|2014|0.7|U.S.A.| |Nicaragua|3.0
1099|Meadowlands|Dominican Republic|2014|0.7|U.S.A.| |Dominican Republic|3.5
1100|Menakao (aka Cinagra)|Madagascar|2012|0.8|Madagascar|Trinitario|Madagascar|2.5
1101|Menakao (aka Cinagra)|Madagascar|2012|0.72|Madagascar|Trinitario|Madagascar|2.5
1102|Mesocacao|El Salvador|2015|0.8|Honduras| |El Salvador|2.75
1103|Mesocacao|El Salvador|2015|0.7|Honduras| |El Salvador|3.0
1104|Mesocacao|Honduras|2014|0.8|Honduras| |Honduras|3.25
1105|Mesocacao|Honduras|2014|0.7|Honduras| |Honduras|3.5
1106|Mesocacao|La Tronca, Matagalpa|2014|0.7|Honduras| |Nicaragua|3.25
1107|Mesocacao|La Tronca, Matagalpa|2014|0.8|Honduras| |Nicaragua|3.5
1108|Metiisto|Fazenda Sempre Firme P., Bahia|2014|0.7|Sweden| |Brazil|3.0
1109|Metiisto|Akesson Estate|2014|0.72|Sweden|Trinitario|Madagascar|3.5
1110|Metropolitan|South America|2015|0.7|Netherlands|Trinitario|South America|3.5
1111|Michel Cluizel|Chiapas, Mokaya P.|2012|0.66|France| |Mexico|3.75
1112|Michel Cluizel|Carenero Superior, Concepcion|2007|0.66|France|Trinitario|Venezuela|3.5
1113|Michel Cluizel|Vila Gracinda|2007|0.67|France|Forastero|Sao Tome|3.5
1114|Michel Cluizel|Carre Amer|2006|0.6|France| | |2.0
1115|Michel Cluizel|Carre Grand Noir|2006|0.85|France| | |2.0
1116|Michel Cluizel|Tamarina|2006|0.7|France|Forastero|Sao Tome|3.0
1117|Michel Cluizel|Los Ancones P.|2006|0.67|France| |Dominican Republic|4.0
1118|Michel Cluizel|Mangaro P.|2006|0.65|France|Trinitario|Madagascar|4.0
1119|Michel Cluizel|Maralumi P.|2006|0.64|France| |Papua New Guinea|4.0
1120|Michel Cluizel|Noir Infini|2006|0.99|France| | |2.0
1121|Middlebury|Maya Mountain|2015|0.8|U.S.A.|Trinitario|Belize|3.5
1122|Middlebury|San Juan Estate|2015|0.7|U.S.A.|Trinitario|Trinidad|3.5
1123|Middlebury|Oko Caribe|2015|0.75|U.S.A.| |Dominican Republic|3.75
1124|Middlebury|Patanemo, Epoch, Donaldo|2015|0.75|U.S.A.| |Venezuela|3.75
1125|Middlebury|Kokoa Kamili|2015|0.75|U.S.A.| |Tanzania|3.25
1126|Middlebury|Matagalpa, Cacao Bisiesto|2015|0.7|U.S.A.| |Nicaragua|3.5
1127|Middlebury|La Red|2013|0.75|U.S.A.| |Dominican Republic|2.5
1128|Middlebury|Belize|2013|0.8|U.S.A.|Trinitario|Belize|3.25
1129|Middlebury|Houseblend|2012|0.65|U.S.A.| | |1.5
1130|Middlebury|Alto Beni|2012|0.75|U.S.A.|Criollo|Bolivia|2.0
1131|Middlebury|Balinese, Java|2012|0.7|U.S.A.|Criollo|Indonesia|2.5
1132|Millcreek Cacao Roasters|Ecuador|2013|0.7|U.S.A.|Forastero (Nacional)|Ecuador|2.5
1133|Millcreek Cacao Roasters|Ecuador|2012|0.7|U.S.A.| |Ecuador|3.5
1134|Mindo|Ecuador|2010|0.67|U.S.A.| |Ecuador|2.75
1135|Mindo|Ecuador|2010|0.77|U.S.A.| |Ecuador|2.75
1136|Minimal|Acul-du-Nord, 2015|2016|0.7|Japan|Criollo, Trinitario|Haiti|3.5
1137|Mission|Fazenda Camboa, Bahia|2016|0.75|Brazil| |Brazil|3.75
1138|Mission|Bahia, Fazenda Venturosa|2015|0.7|Brazil|Forastero (Parazinho)|Brazil|3.5
1139|Mita|Tumaco|2012|0.65|Colombia| |Colombia|2.5
1140|Moho|Toledo District, w/ nibs|2013|0.73|U.S.A.|Trinitario|Belize|3.25
1141|Moho|Toledo District|2013|0.72|U.S.A.|Trinitario|Belize|3.0
1142|Moho|Umoho R., Toledo District, San Felipe|2010|0.67|U.S.A.|Trinitario|Belize|2.75
1143|Molucca|La Red|2015|0.7|U.S.A.| |Dominican Republic|3.0
1144|Molucca|Indonesia|2015|0.7|U.S.A.| |Indonesia|2.75
1145|Molucca|Peru|2015|0.7|U.S.A.| |Peru|3.25
1146|Momotombo|Matagalpa|2011|0.7|Nicaragua| |Nicaragua|2.75
1147|Momotombo|Mombacho|2011|0.7|Nicaragua| |Nicaragua|2.75
1148|Momotombo|Oscuro|2011|0.7|Nicaragua| |Nicaragua|3.25
1149|Monarque|Oko Caribe|2016|0.72|Canada| |Dominican Republic|3.5
1150|Monsieur Truffe|Papaua New Guinea|2014|0.7|Australia| |Papua New Guinea|3.25
1151|Montecristi|Manabi|2015|0.7|Ecuador| |Ecuador|3.25
1152|Montecristi|Manabi|2015|0.63|Ecuador| |Ecuador|3.5
1153|Montecristi|Manabi|2015|0.85|Ecuador| |Ecuador|3.5
1154|Muchomas (Mesocacao)|Nicaragua|2015|0.7|U.S.A.| |Nicaragua|3.5
1155|Muchomas (Mesocacao)|Nicaragua|2015|0.8|U.S.A.| |Nicaragua|3.5
1156|Mutari|Kokoa Kamili, batch 1 SRB|2016|0.68|U.S.A.| |Tanzania|2.75
1157|Mutari|Oko Caribe, batch 1 SRB|2016|0.71|U.S.A.| |Dominican Republic|2.75
1158|Mutari|Ambanja, batch 1 SRB|2016|0.68|U.S.A.| |Madagascar|2.75
1159|Mutari|Tien Giang, batch 1 SRB|2016|0.8|U.S.A.|Trinitario|Vietnam|3.0
1160|Nahua|Costa Rica, Oscuro|2013|0.58|Costa Rica| |Costa Rica|2.5
1161|Nahua|Costa Rica, Oscuro|2013|0.7|Costa Rica| |Costa Rica|3.0
1162|Naive|Trinidad & Tobago|2013|0.7|Lithuania| |Trinidad, Tobago|3.75
1163|Naive|Maranon Canyon, Fortunato No. 4|2013|0.78|Lithuania|Forastero (Nacional)|Peru|3.75
1164|Naive|Grenada|2012|0.71|Lithuania|Trinitario|Grenada|2.5
1165|Na�ve|Nicaragua|2014|0.7|Lithuania|Criollo|Nicaragua|3.25
1166|Na�ve|Chuao|2014|0.75|Lithuania|Trinitario|Venezuela|2.75
1167|Na�ve|Barinas|2014|0.7|Lithuania| |Venezuela|3.0
1168|Nanea|Criollo Blend|2013|0.85|U.S.A.| |Hawaii|3.5
1169|Nathan Miller|Peru|2014|0.72|U.S.A.| |Peru|2.25
1170|Nathan Miller|Hispaniola|2014|0.7|U.S.A.| |Dominican Republic|2.5
1171|Nathan Miller|Madagascar|2014|0.735|U.S.A.|Trinitario|Madagascar|2.5
1172|Nathan Miller|Ghana|2014|0.7|U.S.A.|Forastero|Ghana|3.5
1173|Neuhaus (Callebaut)|Papua New Guinea|2010|0.7|Belgium|Criollo|Papua New Guinea|2.5
1174|Neuhaus (Callebaut)|Manickchand Estate|2008|0.67|Belgium|Trinitario|Trinidad|3.75
1175|Neuhaus (Callebaut)|Dark|2007|0.73|Belgium| | |1.0
1176|Neuhaus (Callebaut)|West Africa|2006|0.73|Belgium|Forastero|West Africa|2.0
1177|Neuhaus (Callebaut)|Sao Tome|2006|0.75|Belgium|Forastero|Sao Tome|2.75
1178|Neuhaus (Callebaut)|Ocumare|2006|0.71|Belgium|Criollo|Venezuela|3.0
1179|Nibble|Patanemo|2015|0.72|U.S.A.|Criollo|Venezuela|2.25
1180|Nibble|Elvesia P.|2015|0.72|U.S.A.|Trinitario|Dominican Republic|2.75
1181|Nibble|Ambanja, Sambirano Valley|2015|0.72|U.S.A.|Trinitario|Madagascar|3.0
1182|Nibble|Tumbes|2015|0.72|U.S.A.|Criollo|Peru|3.0
1183|Night Owl|Peru|2013|0.75|U.S.A.| |Peru|2.75
1184|Night Owl|Ecuador|2013|0.75|U.S.A.| |Ecuador|3.5
1185|Noble Bean aka Jerjobo|Ghana|2014|0.75|U.S.A.|Forastero|Ghana|3.0
1186|Noble Bean aka Jerjobo|Moho Valley|2014|0.75|U.S.A.|Trinitario|Belize|3.0
1187|Noble Bean aka Jerjobo|Maranon Canyon|2014|0.75|U.S.A.|Forastero (Nacional)|Peru|3.25
1188|Noir d' Ebine|Venezuela|2012|0.7|U.S.A.| |Venezuela|3.0
1189|Noir d' Ebine|Ecuador|2012|0.7|U.S.A.| |Ecuador|3.0
1190|Nova Monda|La Patriota, cacao Indio, purple label|2012|0.7|Nicaragua| |Nicaragua|3.0
1191|Nova Monda|La Dalia, Matagalpa,cacao Bisesto,green label|2012|0.75|Nicaragua| |Nicaragua|2.75
1192|Nova Monda|Punta Galera, cacao Nacional, gold label|2012|0.8|Nicaragua|Forastero (Nacional)|Ecuador|3.25
1193|Nuance|Ghana, 2013|2015|0.7|U.S.A.|Forastero|Ghana|3.75
1194|Nuance|Ecuador, 2013|2015|0.7|U.S.A.|Trinitario|Ecuador|2.75
1195|Nuance|Canoabo, 2013|2015|0.7|U.S.A.|Criollo|Venezuela|3.0
1196|Nuance|Sambirano Valley, 2012|2015|0.7|U.S.A.|Trinitario|Madagascar|3.5
1197|Nuance|La Red|2015|0.7|U.S.A.| |Dominican Republic|3.75
1198|Nugali|Fazenda Leolinda|2016|0.7|Brazil|Trinitario (Scavina)|Brazil|3.5
1199|Oakland Chocolate Co.|Jamaica|2010|0.7|U.S.A.|Trinitario|Jamaica|2.5
1200|Obolo|Pangoa|2015|0.7|Chile|Criollo|Peru|3.75
1201|Obolo|Pangoa, w/ nibs|2015|0.7|Chile|Criollo|Peru|3.75
1202|Ocelot|Virunga|2015|0.7|Scotland|Forastero|Congo|3.75
1203|Ocelot|Piura|2015|0.75|Scotland|Criollo|Peru|4.0
1204|Ocho|Sang Yum Coop|2016|1.0|New Zealand| |Samoa|2.75
1205|Ocho|Sang Yum Coop|2016|0.7|New Zealand| |Samoa|3.5
1206|Ocho|PNG, Devotion|2014|0.66|New Zealand| |Papua New Guinea|2.75
1207|Ocho|PNG, Revolution|2014|0.7|New Zealand| |Papua New Guinea|3.0
1208|Ocho|PNG, Voodoo|2014|0.88|New Zealand| |Papua New Guinea|3.25
1209|Ocho|PNG, Nib Bar|2014|0.74|New Zealand| |Papua New Guinea|3.5
1210|Ohiyo|San Juan Estate, Gran Couva|2015|0.7|U.S.A.|Trinitario|Trinidad|2.75
1211|Ohiyo|Tanzania|2015|0.7|U.S.A.| |Tanzania|3.0
1212|Oialla by Bojessen (Malmo)|Sylvestre, Oialla|2011|0.7|Germany|Criollo|Bolivia|3.5
1213|Olive and Sinclair|Dominican Republic prototype|2010|0.72|U.S.A.| |Dominican Republic|3.0
